row_idx,annotation,score,semantic_rank,status,is_amr,category,confidence,evidence_terms,reason,error_message,retry_count,completed_at,updated_at
103740,DUF6646 family protein,0.027219101786613464,103741,pending,,,,[],,,0,,
103741,"DUF7035 domain-containing protein, partial",0.02721831575036049,103742,pending,,,,[],,,0,,
103742,hypothetical protein BDGL_002618,0.027217509225010872,103743,pending,,,,[],,,0,,
103743,MULTISPECIES: DUF1653 domain-containing protein,0.02721715345978737,103744,pending,,,,[],,,0,,
103744,BBA03 family outer surface lipoprotein,0.027216361835598946,103745,pending,,,,[],,,0,,
103745,DUF3922 domain-containing protein,0.02721589244902134,103746,pending,,,,[],,,0,,
103746,BA14K family protein,0.027211759239435196,103747,pending,,,,[],,,0,,
103747,"DUF7788 domain-containing protein, partial",0.027211714535951614,103748,pending,,,,[],,,0,,
103748,CHASE domain-containing sensor histidine kinase,0.02721080370247364,103749,pending,,,,[],,,0,,
103749,IS1182-like element ISGdi13 family transposase,0.027207931503653526,103750,pending,,,,[],,,0,,
103750,GlyGly-anchored extracellular serine protease VesB,0.027205685153603554,103751,pending,,,,[],,,0,,
103751,YiaA/YiaB family protein,0.02720463089644909,103752,pending,,,,[],,,0,,
103752,MULTISPECIES: PNPOx family protein,0.027204187586903572,103753,pending,,,,[],,,0,,
103753,DUF1131 domain-containing protein,0.027202876284718513,103754,pending,,,,[],,,0,,
103754,PapB family radical SAM/SPASM ranthipeptide maturase,0.027202723547816277,103755,pending,,,,[],,,0,,
103755,MULTISPECIES: DUF4276 family protein,0.027200767770409584,103756,pending,,,,[],,,0,,
103756,MULTISPECIES: DUF4130 domain-containing protein,0.027200285345315933,103757,pending,,,,[],,,0,,
103757,MULTISPECIES: DUF1064 domain-containing protein,0.02720012329518795,103758,pending,,,,[],,,0,,
103758,WGxxGxxG family protein,0.02719894051551819,103759,pending,,,,[],,,0,,
103759,"DUF3898 domain-containing protein, partial",0.027198605239391327,103760,pending,,,,[],,,0,,
103760,"DUF1073 domain-containing protein, partial",0.02719852887094021,103761,pending,,,,[],,,0,,
103761,UDP-N-acetylglucosamine 4-epimerase,0.027197957038879395,103762,pending,,,,[],,,0,,
103762,MULTISPECIES: Tab2 family RNA-binding protein,0.02719714492559433,103763,pending,,,,[],,,0,,
103763,DUF6717 family protein,0.027196073904633522,103764,pending,,,,[],,,0,,
103764,DUF2501 domain-containing protein,0.027194248512387276,103765,pending,,,,[],,,0,,
103765,MULTISPECIES: cell division protein FtsI,0.027194106951355934,103766,pending,,,,[],,,0,,
103766,MULTISPECIES: DUF2388 domain-containing protein,0.02719372697174549,103767,pending,,,,[],,,0,,
103767,"DUF1353 domain-containing protein, partial",0.027193060144782066,103768,pending,,,,[],,,0,,
103768,MULTISPECIES: nucleoside-diphosphate sugar epimerase/dehydratase,0.027191247791051865,103769,pending,,,,[],,,0,,
103769,MULTISPECIES: DUF3622 domain-containing protein,0.027189332991838455,103770,pending,,,,[],,,0,,
103770,DUF4457 domain-containing protein,0.027186319231987,103771,pending,,,,[],,,0,,
103771,M24B family metallopeptidase,0.027185991406440735,103772,pending,,,,[],,,0,,
103772,"glycoside hydrolase family 2 TIM barrel-domain containing protein, partial",0.027183838188648224,103773,pending,,,,[],,,0,,
103773,DUF7010 family protein,0.0271837767213583,103774,pending,,,,[],,,0,,
103774,"DUF1553 domain-containing protein, partial",0.027183711528778076,103775,pending,,,,[],,,0,,
103775,"MULTISPECIES: FAD binding domain-containing protein, partial",0.02718283236026764,103776,pending,,,,[],,,0,,
103776,MULTISPECIES: 3-hydroxyacyl-ACP dehydratase FabZ family protein,0.02718253806233406,103777,pending,,,,[],,,0,,
103777,YjeF N-terminal domain-containing protein,0.02718091383576393,103778,pending,,,,[],,,0,,
103778,MULTISPECIES: PrnB family protein,0.027179744094610214,103779,pending,,,,[],,,0,,
103779,DUF5644 domain-containing protein,0.027178365737199783,103780,pending,,,,[],,,0,,
103780,FAD-containing monooxygenase EthA,0.02717764861881733,103781,pending,,,,[],,,0,,
103781,(D)-galactarate transporter,0.027173427864909172,103782,pending,,,,[],,,0,,
103782,IS1634-like element ISPph1 family transposase,0.027172766625881195,103783,pending,,,,[],,,0,,
103783,murein hydrolase B,0.02717176079750061,103784,pending,,,,[],,,0,,
103784,"carboxymuconolactone decarboxylase family protein, partial",0.02717122621834278,103785,pending,,,,[],,,0,,
103785,DUF4049 domain-containing protein,0.027169471606612206,103786,pending,,,,[],,,0,,
103786,Dot/Icm T4SS effector MavM,0.02716703526675701,103787,pending,,,,[],,,0,,
103787,MULTISPECIES: protein YbjH,0.027166081592440605,103788,pending,,,,[],,,0,,
103788,"DUF5998 family protein, partial",0.027163991704583168,103789,pending,,,,[],,,0,,
103789,MULTISPECIES: DUF5623 domain-containing protein,0.027162602171301842,103790,pending,,,,[],,,0,,
103790,MULTISPECIES: GNAT family protein,0.027162330225110054,103791,pending,,,,[],,,0,,
103791,MASE1 domain-containing protein,0.027161769568920135,103792,pending,,,,[],,,0,,
103792,MULTISPECIES: DUF5970 family protein,0.027157070115208626,103793,pending,,,,[],,,0,,
103793,MULTISPECIES: DVU_1551 family NTP transferase,0.027156949043273926,103794,pending,,,,[],,,0,,
103794,30S ribosomal protein S12 methylthiotransferase RimO,0.027154766023159027,103795,pending,,,,[],,,0,,
103795,MULTISPECIES: sugar phosphate isomerase/epimerase family protein,0.027154354378581047,103796,pending,,,,[],,,0,,
103796,MULTISPECIES: DUF3048 domain-containing protein,0.02715112641453743,103797,pending,,,,[],,,0,,
103797,"PD-(D/E)XK nuclease domain-containing protein, partial",0.027149446308612823,103798,pending,,,,[],,,0,,
103798,beta-glucosidase Cel3B,0.027149150148034096,103799,pending,,,,[],,,0,,
103799,"ComF family protein, partial",0.02714879810810089,103800,pending,,,,[],,,0,,
103800,pyruvate dehydrogenase (E1 alpha subunit),0.027147378772497177,103801,pending,,,,[],,,0,,
103801,DUF2417 domain-containing protein,0.027145305648446083,103802,pending,,,,[],,,0,,
103802,MULTISPECIES: oligosaccharide flippase family protein,0.027144156396389008,103803,pending,,,,[],,,0,,
103803,MULTISPECIES: entericidin A/B family lipoprotein,0.027143940329551697,103804,pending,,,,[],,,0,,
103804,Presumed capsid scaffolding protein (GpO),0.027143660932779312,103805,pending,,,,[],,,0,,
103805,MULTISPECIES: DUF3146 family protein,0.027142954990267754,103806,pending,,,,[],,,0,,
103806,TIGR03668 family PPOX class F420-dependent oxidoreductase,0.02714245766401291,103807,pending,,,,[],,,0,,
103807,"Ly-6/uPAR domain-containing protein, partial",0.02714221552014351,103808,pending,,,,[],,,0,,
103808,MULTISPECIES: DUF2125 domain-containing protein,0.027142001315951347,103809,pending,,,,[],,,0,,
103809,sucrose porin,0.02713775634765625,103810,pending,,,,[],,,0,,
103810,"DUF1957 domain-containing protein, partial",0.02713518589735031,103811,pending,,,,[],,,0,,
103811,DUF6580 family putative transport protein,0.027134276926517487,103812,pending,,,,[],,,0,,
103812,"DUF3853 family protein, partial",0.027133336290717125,103813,pending,,,,[],,,0,,
103813,hypothetical protein BDGL_000943,0.027133293449878693,103814,pending,,,,[],,,0,,
103814,MULTISPECIES: filamentation induced by cAMP protein Fic,0.02713323011994362,103815,pending,,,,[],,,0,,
103815,intimin,0.02713317610323429,103816,pending,,,,[],,,0,,
103816,VanR-ABDEGLN family response regulator transcription factor,0.02713174745440483,103817,pending,,,,[],,,0,,
103817,MULTISPECIES: sugar-phosphatase YbiV,0.027131352573633194,103818,pending,,,,[],,,0,,
103818,MULTISPECIES: FomA family porin-like outer membrane protein,0.0271307360380888,103819,pending,,,,[],,,0,,
103819,MULTISPECIES: YjfK family protein,0.02712879329919815,103820,pending,,,,[],,,0,,
103820,YgiW/YdeI family stress tolerance OB fold protein,0.027128513902425766,103821,pending,,,,[],,,0,,
103821,MULTISPECIES: nodulation methyltransferase NodS,0.02712663821876049,103822,pending,,,,[],,,0,,
103822,IS21-like element IS1415 family helper ATPase IstB,0.02712612971663475,103823,pending,,,,[],,,0,,
103823,MULTISPECIES: DUF6376 family protein,0.027125444263219833,103824,pending,,,,[],,,0,,
103824,"MULTISPECIES: 8'-apo-carotenoid 13,14-cleaving dioxygenase",0.02712511271238327,103825,pending,,,,[],,,0,,
103825,MULTISPECIES: peptidase M16 family protein,0.02712399885058403,103826,pending,,,,[],,,0,,
103826,"UDP-3-O-acyl-N-acetylglucosamine deacetylase, partial",0.027122588828206062,103827,pending,,,,[],,,0,,
103827,MULTISPECIES: nickel/cobalt/cadmium efflux RND transporter periplasmic adaptor subunit NccB,0.02712102420628071,103828,pending,,,,[],,,0,,
103828,DUF7204 family protein,0.02712094411253929,103829,pending,,,,[],,,0,,
103829,MULTISPECIES: IcmT/TraK family protein,0.027120744809508324,103830,pending,,,,[],,,0,,
103830,MULTISPECIES: dipeptide/tripeptide permease DtpA,0.027119211852550507,103831,pending,,,,[],,,0,,
103831,S66 peptidase family protein,0.027117593213915825,103832,pending,,,,[],,,0,,
103832,eIF2A-related protein,0.027116287499666214,103833,pending,,,,[],,,0,,
103833,4-methylmuconolactone methylisomerase,0.02711484581232071,103834,pending,,,,[],,,0,,
103834,MULTISPECIES: cytochrome-c peroxidase CcpA,0.027114354074001312,103835,pending,,,,[],,,0,,
103835,MULTISPECIES: LolA-like outer membrane lipoprotein chaperone,0.02711421251296997,103836,pending,,,,[],,,0,,
103836,DUF386 domain-containing protein YiaL,0.027112290263175964,103837,pending,,,,[],,,0,,
103837,"DUF2071 domain-containing protein, partial",0.027111459523439407,103838,pending,,,,[],,,0,,
103838,DUF4752 family protein,0.02711123414337635,103839,pending,,,,[],,,0,,
103839,DUF8129 domain-containing protein,0.02710893750190735,103840,pending,,,,[],,,0,,
103840,MULTISPECIES: DUF4360 domain-containing protein,0.0271084476262331,103841,pending,,,,[],,,0,,
103841,"T9SS type A sorting domain-containing protein, partial",0.02710835076868534,103842,pending,,,,[],,,0,,
103842,MULTISPECIES: TIGR00375 family protein,0.02710830420255661,103843,pending,,,,[],,,0,,
103843,FliI/YscN family ATPase,0.027105839923024178,103844,pending,,,,[],,,0,,
103844,"DUF3379 domain-containing protein, partial",0.02710275910794735,103845,pending,,,,[],,,0,,
103845,MULTISPECIES: M35 family metalloendopeptidase,0.027102330699563026,103846,pending,,,,[],,,0,,
103846,stem cell self-renewal protein piwi,0.027102265506982803,103847,pending,,,,[],,,0,,
103847,TMEM53 family protein,0.027101892977952957,103848,pending,,,,[],,,0,,
103848,Purine or other phosphorylase family 1,0.02710060030221939,103849,pending,,,,[],,,0,,
103849,DUF5353 domain-containing protein,0.027099646627902985,103850,pending,,,,[],,,0,,
103850,DUF5677 domain-containing protein,0.027099333703517914,103851,pending,,,,[],,,0,,
103851,Rab family GTPase,0.027097303420305252,103852,pending,,,,[],,,0,,
103852,fatty-acid--CoA ligase FadD25,0.02709704078733921,103853,pending,,,,[],,,0,,
103853,"MULTISPECIES: beta-1,6-N-acetylglucosaminyltransferase",0.027096904814243317,103854,pending,,,,[],,,0,,
103854,MULTISPECIES: hydrogenase 4 subunit D,0.027095705270767212,103855,pending,,,,[],,,0,,
103855,MASE2 domain-containing protein,0.027095604687929153,103856,pending,,,,[],,,0,,
103856,family IB HAD-hydrolase,0.027090711519122124,103857,pending,,,,[],,,0,,
103857,DUF3139 domain-containing protein,0.027090532705187798,103858,pending,,,,[],,,0,,
103858,"DUF3987 domain-containing protein, partial",0.027090124785900116,103859,pending,,,,[],,,0,,
103859,DUF6046 domain-containing protein,0.027088390663266182,103860,pending,,,,[],,,0,,
103860,DUF5103 domain-containing protein,0.02708829753100872,103861,pending,,,,[],,,0,,
103861,"L-fucose isomerase, partial",0.027087952941656113,103862,pending,,,,[],,,0,,
103862,MULTISPECIES: CU044_2847 family protein,0.027087582275271416,103863,pending,,,,[],,,0,,
103863,MULTISPECIES: putative Ppx/GppA phosphatase,0.0270843543112278,103864,pending,,,,[],,,0,,
103864,eIF2B alpha/beta/delta subunit family protein,0.027083629742264748,103865,pending,,,,[],,,0,,
103865,hypothetical protein BDGL_002721,0.027077633887529373,103866,pending,,,,[],,,0,,
103866,MULTISPECIES: petrobactin ABC transporter permease YclO,0.02707756869494915,103867,pending,,,,[],,,0,,
103867,"heparin lyase I family protein, partial",0.02707706391811371,103868,pending,,,,[],,,0,,
103868,MltG/YceG/YrrL family protein,0.02707691490650177,103869,pending,,,,[],,,0,,
103869,MULTISPECIES: TraG/TraD/VirD4 family protein,0.02707565762102604,103870,pending,,,,[],,,0,,
103870,MULTISPECIES: DUF4174 domain-containing protein,0.02707565575838089,103871,pending,,,,[],,,0,,
103871,"2,' 3'-cyclic nucleotide 2'-phosphodiesterase",0.02706971764564514,103872,pending,,,,[],,,0,,
103872,HrpD5 family protein,0.027069583535194397,103873,pending,,,,[],,,0,,
103873,HicB family protein,0.027068089693784714,103874,pending,,,,[],,,0,,
103874,MULTISPECIES: DUF6352 family protein,0.027064312249422073,103875,pending,,,,[],,,0,,
103875,MULTISPECIES: DUF6176 family protein,0.027064073830842972,103876,pending,,,,[],,,0,,
103876,K+-transporting ATPase subunit F,0.02706291899085045,103877,pending,,,,[],,,0,,
103877,DUF5612 domain-containing protein,0.02706153504550457,103878,pending,,,,[],,,0,,
103878,DUF6948 domain-containing protein,0.027061056345701218,103879,pending,,,,[],,,0,,
103879,HP0729 family protein,0.027060065418481827,103880,pending,,,,[],,,0,,
103880,DUF6376 family protein,0.02705870196223259,103881,pending,,,,[],,,0,,
103881,MULTISPECIES: 2-oxoglutarate ferredoxin oxidoreductase subunit beta,0.02705846168100834,103882,pending,,,,[],,,0,,
103882,MULTISPECIES: ExeA family protein,0.027056075632572174,103883,pending,,,,[],,,0,,
103883,MULTISPECIES: DUF6440 family protein,0.027053413912653923,103884,pending,,,,[],,,0,,
103884,MULTISPECIES: NF038104 family lipoprotein,0.02705325558781624,103885,pending,,,,[],,,0,,
103885,"DUF6583 family protein, partial",0.027051880955696106,103886,pending,,,,[],,,0,,
103886,MULTISPECIES: TIGR02234 family membrane protein,0.027051635086536407,103887,pending,,,,[],,,0,,
103887,DUF2090 domain-containing protein,0.027050811797380447,103888,pending,,,,[],,,0,,
103888,"Lon protease family protein, partial",0.02704806439578533,103889,pending,,,,[],,,0,,
103889,MULTISPECIES: DUF7024 domain-containing protein,0.027047600597143173,103890,pending,,,,[],,,0,,
103890,DUF933 domain-containing protein,0.027047494426369667,103891,pending,,,,[],,,0,,
103891,DUF5106 domain-containing protein,0.02704496681690216,103892,pending,,,,[],,,0,,
103892,MULTISPECIES: DUF4240 domain-containing protein,0.02704472467303276,103893,pending,,,,[],,,0,,
103893,ClpP family protease,0.027043577283620834,103894,pending,,,,[],,,0,,
103894,MULTISPECIES: CCDC174 family protein,0.0270426943898201,103895,pending,,,,[],,,0,,
103895,MULTISPECIES: fatty acid desaturase DesB,0.02704058587551117,103896,pending,,,,[],,,0,,
103896,"DUF7467 domain-containing protein, partial",0.02704055979847908,103897,pending,,,,[],,,0,,
103897,MULTISPECIES: heat-shock protein HtpX,0.027039822190999985,103898,pending,,,,[],,,0,,
103898,IS1 encoded protein,0.027036938816308975,103899,pending,,,,[],,,0,,
103899,MULTISPECIES: nodulation protein NodN,0.027036653831601143,103900,pending,,,,[],,,0,,
103900,TULIP family P47-like protein,0.027032198384404182,103901,pending,,,,[],,,0,,
103901,MAG3240 family lipoprotein,0.02703133597970009,103902,pending,,,,[],,,0,,
103902,"Ty3/Gypsy family RNase HI domain-containing protein, partial",0.027030356228351593,103903,pending,,,,[],,,0,,
103903,YacC family pilotin-like protein,0.027029260993003845,103904,pending,,,,[],,,0,,
103904,MULTISPECIES: DUF6371 domain-containing protein,0.02702755481004715,103905,pending,,,,[],,,0,,
103905,YegJ family protein,0.027026940137147903,103906,pending,,,,[],,,0,,
103906,MULTISPECIES: Holliday junction DNA helicase RuvA,0.02702365256845951,103907,pending,,,,[],,,0,,
103907,FG-GAP repeat-containing protein,0.027022574096918106,103908,pending,,,,[],,,0,,
103908,DUF7133 domain-containing protein,0.02702169306576252,103909,pending,,,,[],,,0,,
103909,"DUF6346 domain-containing protein, partial",0.027021264657378197,103910,pending,,,,[],,,0,,
103910,DUF2282 domain-containing protein,0.02702086791396141,103911,pending,,,,[],,,0,,
103911,MULTISPECIES: MmgE/PrpD family protein,0.027020364999771118,103912,pending,,,,[],,,0,,
103912,hexitol phosphatase HxpA,0.027019010856747627,103913,pending,,,,[],,,0,,
103913,RyhB-regulated fur leader peptide,0.027018623426556587,103914,pending,,,,[],,,0,,
103914,MULTISPECIES: PrgU family protein,0.02701115608215332,103915,pending,,,,[],,,0,,
103915,"1,4-dihydroxy-2-naphthoate octaprenyltransferase, partial",0.027011049911379814,103916,pending,,,,[],,,0,,
103916,SLC5 family protein,0.02700762264430523,103917,pending,,,,[],,,0,,
103917,"YHS domain-containing (seleno)protein, partial",0.027004383504390717,103918,pending,,,,[],,,0,,
103918,Fe(3+) ABC transporter ATP-binding protein FbpC,0.027003606781363487,103919,pending,,,,[],,,0,,
103919,"DUF3857 and transglutaminase domain-containing protein, partial",0.027002660557627678,103920,pending,,,,[],,,0,,
103920,ISL3-like element ISPfr6 family transposase,0.02700117416679859,103921,pending,,,,[],,,0,,
103921,IPR002035/DUF3520 domain-containing protein YfbK,0.027001066133379936,103922,pending,,,,[],,,0,,
103922,chromophore lyase CpcT/CpeT,0.02700055204331875,103923,pending,,,,[],,,0,,
103923,phosphohistidine phosphatase,0.027000384405255318,103924,pending,,,,[],,,0,,
