annotation,is_amr,category,confidence,evidence_terms,reason,row_idx
hypothetical protein SAOUHSC_00809,,unknown,,,,49270
"small secreted protein, partial",,unknown,,,,49271
MULTISPECIES: phytoene/squalene synthase family protein,,non_amr_antibiotic_biosynthesis,,,,49272
hypothetical protein CCNA_01632,,unknown,,,,49273
"Antifreeze protein, type I",,unknown,,,,49274
MULTISPECIES: pilus motility taxis protein HmpF,,non_amr_virulence,,,,49275
cupin-like domain-containing protein,,unknown,,,,49276
MULTISPECIES: adenylyl-sulfate kinase,,unknown,,,,49277
glycerol-3-phosphate 1-O-acyltransferase PlsY,,unknown,,,,49278
MULTISPECIES: inositol-3-phosphate synthase,,unknown,,,,49279
MULTISPECIES: type III secretion system effector XopQ,,non_amr_virulence,,,,49280
DNA-binding transcriptional dual regulator PspF,,unknown,,,,49281
spermidine/putrescine ABC transporter ATPase,,non_amr_transport,,,,49282
"DNA-binding transcriptional regulator OxyR, partial",,unknown,,,,49283
metallothionein,,non_amr_metal_resistance,,,,49284
high-affinity nickel-transporter protein,,non_amr_metal_resistance,,,,49285
"RHS repeat domain-containing protein, partial",,unknown,,,,49286
MULTISPECIES: ABC-F type ribosomal protection protein Sal(E),,antibiotic_resistance,,,,49287
guanosine ABC transporter ATP-binding protein NupO,,non_amr_transport,,,,49288
MULTISPECIES: glutamate racemase,,antibiotic_resistance,,,,49289
"glycosyltransferase family 32 protein, partial",,unknown,,,,49290
MULTISPECIES: oxidoreductase family protein,,unknown,,,,49291
hypothetical protein KPHS_10160,,unknown,,,,49292
DNA-binding transcriptional dual regulator LrhA,,unknown,,,,49293
"peptidase S9, prolyl oligopeptidase active site region",,unknown,,,,49294
peptide ABC transporter ATP-binding protein SapD,,ambiguous,,,,49295
peptidyl-prolyl cis-trans isomerase FklB,,unknown,,,,49296
MULTISPECIES: copper ion binding protein,,non_amr_metal_resistance,,,,49297
tail sheath protein,,unknown,,,,49298
crystallin,,unknown,,,,49299
"RedB protein, partial",,unknown,,,,49300
NAD(P)-dependent dehydrogenase,,unknown,,,,49301
MULTISPECIES: trypsin,,unknown,,,,49302
MULTISPECIES: NADP-dependent (R)-specific alcohol dehydrogenase,,unknown,,,,49303
"promiscuous Hit-family phosphohydrolase, adenosine phosphoramidase",,unknown,,,,49304
potassium uptake protein KtrA,,non_amr_transport,,,,49305
p-hydroxybenzoate: octaprenyltransferase,,unknown,,,,49306
hypothetical protein SAOUHSC_02656,,unknown,,,,49307
LmbE family protein,,unknown,,,,49308
spermidine preferential ABC transporter membrane subunit PotC,,non_amr_transport,,,,49309
putative aminoacrylate hydrolase,,unknown,,,,49310
sulfite:cytochrome c oxidoreductase monoheme cytochrome C subunit,,unknown,,,,49311
ureidoacrylate amidohydrolase,,unknown,,,,49312
MULTISPECIES: alpha-amylase domain-containing protein,,unknown,,,,49313
o-succinylbenzoate-CoA ligase,,unknown,,,,49314
MULTISPECIES: thiol-disulfide isomerase,,unknown,,,,49315
"peptide chain release factor 2, partial",,unknown,,,,49316
tRNA (guanine-N(1)-)-methyltransferase,,unknown,,,,49317
hypothetical protein CCNA_01785,,unknown,,,,49318
phosphomannomutase CpsG,,unknown,,,,49319
MULTISPECIES: bifunctional UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase/alanine racemase,,antibiotic_resistance,,,,49320
hypothetical protein Rv1645c,,unknown,,,,49321
putative glutathione peroxidase,,unknown,,,,49322
DNA mismatch repair endonuclease MutH,,unknown,,,,49323
MULTISPECIES: putative T7SS-secreted protein,,non_amr_virulence,,,,49324
gliding motility-associated ABC transporter ATP-binding protein,,non_amr_transport,,,,49325
precorrin-3B C17-methyltransferase,,unknown,,,,49326
adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA,,unknown,,,,49327
cytochrome b(561),,unknown,,,,49328
"transposase, IS30 family",,unknown,,,,49329
prephenate dehydrogenase,,unknown,,,,49330
"alpha-galactosidase, partial",,unknown,,,,49331
translation elongation factor EF-P,,unknown,,,,49332
protein SdhA,,unknown,,,,49333
MULTISPECIES: fimbrial assembly protein PilN,,unknown,,,,49334
hypothetical protein CCNA_02878,,unknown,,,,49335
"MULTISPECIES: threonine ammonia-lyase, partial",,unknown,,,,49336
isoprene monooxygenase oxygenase subunit alpha,,unknown,,,,49337
"tetratricopeptide repeat protein, partial",,unknown,,,,49338
MULTISPECIES: gamma-mobile-trio recombinase GmtY,,unknown,,,,49339
hypothetical protein CCNA_02989,,unknown,,,,49340
sirohydrochlorin cobaltochelatase,,unknown,,,,49341
MULTISPECIES: photosystem I reaction center subunit II,,unknown,,,,49342
ATP-binding stage III sporulation protein,,unknown,,,,49343
MULTISPECIES: pertactin-like passenger domain-containing protein,,non_amr_virulence,,,,49344
TetR/AcrR family transcriptional regulator,,ambiguous,,,,49345
cytochrome,,unknown,,,,49346
two-component receiver protein CleD,,unknown,,,,49347
IS982-like element IS1599 family transposase,,unknown,,,,49348
putative Maf-like protein,,unknown,,,,49349
RlpA-like double-psi beta-barrel domain-containing protein,,unknown,,,,49350
exonuclease SbcCD subunit D C-terminal domain-containing protein,,unknown,,,,49351
MULTISPECIES: wnt family protein,,unknown,,,,49352
MULTISPECIES: DUF4858 domain-containing protein,,unknown,,,,49353
ABC transporter integral membrane protein,,ambiguous,,,,49354
fructokinase,,unknown,,,,49355
hypothetical protein KPHS_17340,,unknown,,,,49356
"type IX secretion system plug protein, partial",,unknown,,,,49357
"MULTISPECIES: salt stress protein, Slr1339 family",,non_amr_metal_resistance,,,,49358
mediator of RNA polymerase II transcription subunit 7,,unknown,,,,49359
MULTISPECIES: aminotransferase class-III,,unknown,,,,49360
hypothetical protein SAOUHSC_00354,,unknown,,,,49361
"MULTISPECIES: ArdC family protein, partial",,unknown,,,,49362
glutamine ABC transporter ATP-binding protein,,non_amr_transport,,,,49363
MraZ C-terminal domain-containing protein,,unknown,,,,49364
MULTISPECIES: acyltransferase domain-containing protein,,unknown,,,,49365
oligopeptidase B,,unknown,,,,49366
"Flp pilus assembly protein, ATPase CpaE",,unknown,,,,49367
MULTISPECIES: photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit C,,unknown,,,,49368
cis-3-hydroxy-L-proline dehydratase,,unknown,,,,49369
MULTISPECIES: HTH-type transcriptional regulator Cbl,,unknown,,,,49370
"geranylgeranyl reductase, partial",,unknown,,,,49371
long polar fimbrial outer membrane usher protein,,non_amr_transport,,,,49372
MULTISPECIES: pheromone response system RNA-binding regulator PrgU,,non_amr_virulence,,,,49373
family 2A encapsulin nanocompartment shell protein SrpI,,unknown,,,,49374
MULTISPECIES: competence system sensor histidine kinase ComD,,unknown,,,,49375
"tRNA (adenine-N1)-methyltransferase, partial",,unknown,,,,49376
thiamine S protein,,unknown,,,,49377
"DNA-directed RNA polymerase subunit alpha C-terminal domain-containing protein, partial",,unknown,,,,49378
"benzaldehyde dehydrogenase, partial",,unknown,,,,49379
"fatty acid oxidation complex subunit alpha FadB, partial",,unknown,,,,49380
type VI secretion protein ImpA,,non_amr_virulence,,,,49381
"galactan 5-O-arabinofuranosyltransferase, partial",,unknown,,,,49382
MULTISPECIES: S1-like domain-containing RNA-binding protein,,unknown,,,,49383
"alpha-like surface protein, partial",,non_amr_virulence,,,,49384
MULTISPECIES: siderophore ABC transporter ATP-binding protein EitC,,non_amr_transport,,,,49385
RNA polymerase sigma factor SigA,,unknown,,,,49386
MULTISPECIES: RecQ family zinc-binding domain-containing protein,,unknown,,,,49387
manno(fructo)kinase,,unknown,,,,49388
undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit,,antibiotic_resistance,,,,49389
Uncharacterized protein involved in outer membrane biogenesis,,unknown,,,,49390
"CBS domain-containing protein, partial",,unknown,,,,49391
phosphodiesterase activity on bis-pNPP,,unknown,,,,49392
hypothetical protein CBU_1618,,unknown,,,,49393
MULTISPECIES: inner spore coat protein CotQ,,unknown,,,,49394
MULTISPECIES: type III secretion system effector XopK,,non_amr_virulence,,,,49395
MULTISPECIES: efflux RND transporter periplasmic adaptor subunit EmhA,,antibiotic_resistance,,,,49396
TIGR04326 family surface carbohydrate biosynthesis protein,,unknown,,,,49397
hypothetical protein KPHS_12550,,unknown,,,,49398
MULTISPECIES: ferredoxin--NADP(+) reductase,,unknown,,,,49399
MULTISPECIES: flagellar protein FlgJ,,unknown,,,,49400
MULTISPECIES: ISNCY family transposase,,unknown,,,,49401
AAA-associated domain-containing protein,,unknown,,,,49402
type 1 glutamine amidotransferase domain-containing protein,,unknown,,,,49403
hypothetical protein SAOUHSC_00996,,unknown,,,,49404
putative AdoMet-dependent methyltransferase,,unknown,,,,49405
hypothetical protein SAOUHSC_00446,,unknown,,,,49406
"formate/nitrite transporter family protein, partial",,non_amr_transport,,,,49407
MULTISPECIES: phasin PhaP,,unknown,,,,49408
MULTISPECIES: HopW family type III effector protein,,non_amr_virulence,,,,49409
nickel ABC transporter ATPase,,non_amr_metal_resistance,,,,49410
bifunctional aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme/GNAT family N-acetyltransferase,,unknown,,,,49411
RNA methylase,,unknown,,,,49412
MULTISPECIES: phage-related terminase large subunit,,unknown,,,,49413
glutathione-regulated potassium-efflux system oxidoreductase KefF,,non_amr_transport,,,,49414
membrane pump protein,,ambiguous,,,,49415
hypothetical protein CCNA_00643,,unknown,,,,49416
RnaseH,,unknown,,,,49417
MPN455 family protein,,unknown,,,,49418
Alr5209 family pentapeptide repeat protein,,antibiotic_resistance,,,,49419
MULTISPECIES: MjaI family restriction endonuclease,,unknown,,,,49420
"lipid-binding SYLF domain-containing protein, partial",,unknown,,,,49421
hypothetical protein Rv1115,,unknown,,,,49422
hypothetical protein PA1424,,unknown,,,,49423
thermosome subunit beta,,unknown,,,,49424
hypothetical protein PA3241,,unknown,,,,49425
MULTISPECIES: phosphonate ABC transporter permease,,non_amr_transport,,,,49426
MULTISPECIES: lipid-A-disaccharide synthase-related protein,,antibiotic_resistance,,,,49427
MULTISPECIES: collagen-like domain-containing protein,,unknown,,,,49428
MULTISPECIES: NADP-dependent succinate-semialdehyde dehydrogenase,,unknown,,,,49429
MULTISPECIES: transcription/translation regulatory transformer protein RfaH,,unknown,,,,49430
MULTISPECIES: porin OmpL1,,non_amr_transport,,,,49431
osmotically-inducible lipoprotein,,unknown,,,,49432
MULTISPECIES: carbohydrate ABC transporter substrate-binding protein,,non_amr_transport,,,,49433
hypothetical protein KPHS_47180,,unknown,,,,49434
MULTISPECIES: cold-shock protein CspB,,unknown,,,,49435
tRNA isopentenylpyrophosphate transferase,,unknown,,,,49436
cold shock small protein YmcF,,unknown,,,,49437
mediator of RNA polymerase II transcription subunit 20,,unknown,,,,49438
epidermal growth-factor receptor (egfr) l domain protein,,unknown,,,,49439
"HNH/endonuclease VII fold putative polymorphic toxin, partial",,non_amr_virulence,,,,49440
"alpha-2,8-polysialyltransferase family protein",,unknown,,,,49441
MULTISPECIES: bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,,unknown,,,,49442
"2,3-dihydroxybenzoate-AMP ligase",,unknown,,,,49443
methyltransferase/methylase,,unknown,,,,49444
putative PTS multiphosphoryl transfer protein PtsA,,non_amr_transport,,,,49445
protein PrkA2,,antibiotic_resistance,,,,49446
MULTISPECIES: sugar:proton symporter,,non_amr_transport,,,,49447
MULTISPECIES: ecs operon protein EcsC,,unknown,,,,49448
AspT/YidE/YbjL antiporter duplication domain-containing protein,,non_amr_transport,,,,49449
LLM class flavin-dependent oxidoreductase,,unknown,,,,49450
bifunctional alpha/beta hydrolase/class I SAM-dependent methyltransferase,,unknown,,,,49451
MULTISPECIES: photosystem I biogenesis protein BtpA,,unknown,,,,49452
"dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein, partial",,non_amr_transport,,,,49453
bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase,,unknown,,,,49454
"MULTISPECIES: dihydrodipicolinate synthase family protein, partial",,unknown,,,,49455
uncharacterized protein YmfE,,unknown,,,,49456
"fumarate reductase subunit FrdD, partial",,unknown,,,,49457
"selenium-binding protein SBP56-related protein, partial",,unknown,,,,49458
"AraC family transcriptional regulator ligand-binding domain-containing protein, partial",,unknown,,,,49459
ABC transporter periplasmic protein,,non_amr_transport,,,,49460
MULTISPECIES: cytochrome C oxidase assembly protein,,unknown,,,,49461
MULTISPECIES: photosystem II reaction center protein PsbN,,unknown,,,,49462
membrane spanning transport protein,,non_amr_transport,,,,49463
MULTISPECIES: transcriptional regulator MetR,,unknown,,,,49464
MULTISPECIES: outer spore coat protein CotM,,unknown,,,,49465
putative 3-hydroxyacyl-CoA dehydrogenase,,unknown,,,,49466
MULTISPECIES: AceI family chlorhexidine efflux PACE transporter,,antibiotic_resistance,,,,49467
MULTISPECIES: phenylacetaldehyde dehydrogenase,,unknown,,,,49468
2-component regulator,,unknown,,,,49469
glycosyltransferase family 52 protein,,unknown,,,,49470
mannitol dehydrogenase family protein,,unknown,,,,49471
MULTISPECIES: cyanoexosortase A system-associated protein,,unknown,,,,49472
hemolysin-like protein,,non_amr_virulence,,,,49473
"putative oxidoreductase, Zn-dependent and NAD(P)-binding protein",,unknown,,,,49474
"bL17 family ribosomal protein, partial",,unknown,,,,49475
electron transport complex subunit G,,unknown,,,,49476
MULTISPECIES: bifunctional aspartate kinase/homoserine dehydrogenase I,,unknown,,,,49477
serine-tRNA(Ala) deacylase AlaX,,unknown,,,,49478
hypothetical protein KPHS_31970,,unknown,,,,49479
cortexillin II,,unknown,,,,49480
YjiS-like domain-containing protein,,unknown,,,,49481
"MULTISPECIES: nSTAND1 domain-containing NTPase, partial",,unknown,,,,49482
signal recognition particle receptor FtsY,,unknown,,,,49483
hypothetical protein ECs_3591,,unknown,,,,49484
phi PVL orf 13-like protein,,non_amr_virulence,,,,49485
murein transglycosylase,,unknown,,,,49486
acetylhydrolase,,unknown,,,,49487
RNA polymerase elongation pause factor,,unknown,,,,49488
hypothetical protein SAOUHSC_00820,,unknown,,,,49489
small integral membrane protein 15,,unknown,,,,49490
short chain dehydrogenase,,unknown,,,,49491
zonular occludens toxin family protein,,non_amr_virulence,,,,49492
hypothetical protein CCNA_03147,,unknown,,,,49493
MULTISPECIES: NADP-dependent succinic semialdehyde dehydrogenase,,unknown,,,,49494
MULTISPECIES: sec-independent translocase,,non_amr_transport,,,,49495
MULTISPECIES: bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH,,unknown,,,,49496
"putative prophage tail protein, partial",,unknown,,,,49497
"urease accessory protein UreD, partial",,unknown,,,,49498
succinate dehydrogenase iron-sulfur subunit SdhB,,unknown,,,,49499
MULTISPECIES: sugar ABC transporter substrate-binding protein,,non_amr_transport,,,,49500
ThiS adenyltransferase ThiF,,unknown,,,,49501
hypothetical protein SAOUHSC_01036,,unknown,,,,49502
MULTISPECIES: opacity-associated protein,,non_amr_virulence,,,,49503
JAB-like toxin 1 domain-containing protein,,unknown,,,,49504
MULTISPECIES: molybdopterin-guanine dinucleotide biosynthesis protein B,,unknown,,,,49505
PspC family transcriptional regulator,,unknown,,,,49506
"ATPase RavA, partial",,unknown,,,,49507
acetyl-CoA carboxylase subunit beta,,unknown,,,,49508
DUF4956 domain-containing protein,,unknown,,,,49509
zinc-type alcohol dehydrogenase subunit E,,unknown,,,,49510
MULTISPECIES: FAD-binding and (Fe-S)-binding domain-containing protein,,unknown,,,,49511
fibril protein,,unknown,,,,49512
glutamate racemase,,antibiotic_resistance,,,,49513
MULTISPECIES: nitrogenase component I subunit alpha,,unknown,,,,49514
cobalt-precorrin 5A hydrolase,,unknown,,,,49515
MULTISPECIES: Tfp pilus assembly protein FimT/FimU,,non_amr_virulence,,,,49516
MULTISPECIES: succinate dehydrogenase assembly factor 2,,unknown,,,,49517
putative PTS enzyme IIB component FryB,,non_amr_transport,,,,49518
MULTISPECIES: P-II family nitrogen regulator,,unknown,,,,49519
plethodontid receptivity factor PRF,,unknown,,,,49520
prefoldin domain-containing protein,,unknown,,,,49521
"LysR substrate-binding domain-containing protein, partial",,unknown,,,,49522
putative carbohydrate/proton transporter,,non_amr_transport,,,,49523
L-threonate dehydrogenase,,unknown,,,,49524
"inorganic pyrophosphatase, partial",,unknown,,,,49525
hypothetical protein PA2747a,,unknown,,,,49526
protein YsgD,,unknown,,,,49527
MULTISPECIES: outer membrane beta-barrel domain-containing protein,,unknown,,,,49528
MULTISPECIES: N-acetyl-sulfur-metabolite deacetylase SndB,,unknown,,,,49529
P-loop NTPase-related protein,,unknown,,,,49530
UDP-diphosphatase,,unknown,,,,49531
"nitric oxide reductase activation protein NorD, partial",,unknown,,,,49532
"zinc metalloprotease C, partial",,non_amr_virulence,,,,49533
carboxysome shell carbonic anhydrase,,unknown,,,,49534
MULTISPECIES: inner membrane complex domain-containing protein,,unknown,,,,49535
"transcriptional regulator Spx, partial",,unknown,,,,49536
MULTISPECIES: methane monooxygenase/ammonia monooxygenase subunit A,,unknown,,,,49537
